資料日期,證券代號,持股分級,人數,股數,佔集保庫存數比例%
20180413,1441,4,129,1663890,2.13
20180413,1441,5,74,1325847,1.69
20180413,1441,6,97,2428578,3.10
20180413,1441,7,31,1142040,1.46
20180413,1441,8,28,1282335,1.64
20180413,1441,9,65,4617635,5.91
20180413,1441,10,50,7148438,9.15
20180413,1441,11,18,4669349,5.97
20180413,1441,12,7,3570893,4.57
20180413,1441,13,3,2095871,2.68
20180413,1441,14,2,1796209,2.29
20180413,1441,15,9,40186874,51.44
20180413,1441,16,0,0,0.00
20180413,1441,17,10894,78112408,100.00
20180413,1442,1,4642,918440,0.30
20180413,1442,2,3417,7238493,2.40
20180413,1442,3,802,5883072,1.95
20180413,1442,4,414,5081477,1.69
20180413,1442,5,163,2864860,0.95
20180413,1442,6,209,5106830,1.70
20180413,1442,7,105,3704144,1.23
20180413,1442,8,65,2978351,0.99
20180413,1442,9,178,12793092,4.25
20180413,1442,10,90,12174826,4.05
20180413,1442,11,56,14960765,4.98
20180413,1442,12,19,9893358,3.29
20180413,1442,13,8,5538893,1.84
20180413,1442,14,9,8029336,2.67
20180413,1442,15,51,203223285,67.65
20180413,1442,16,0,0,0.00
20180413,1442,17,10228,300389222,100.00
20180413,1443,1,9502,1387916,1.02
20180413,1443,2,1561,3521038,2.60
20180413,1443,3,311,2342364,1.73
20180413,1443,4,113,1394676,1.03
20180413,1443,5,58,1034337,0.76
20180413,1443,6,69,1734839,1.28
20180413,1443,7,37,1304621,0.96
20180413,1443,8,28,1287782,0.95
20180413,1443,9,57,4149601,3.06
20180413,1443,10,20,3083098,2.27
20180413,1443,11,24,6340639,4.68
20180413,1443,12,12,5823761,4.30
20180413,1443,13,5,3465822,2.56
20180413,1443,14,3,2585738,1.91
20180413,1443,15,24,95886779,70.84
20180413,1443,16,0,0,0.00
20180413,1443,17,11824,135343011,100.00
20180413,1444,1,19349,4296108,0.44
20180413,1444,2,18248,43329420,4.52
20180413,1444,3,5560,43868741,4.58
20180413,1444,4,2023,25113791,2.62
20180413,1444,5,1203,22490359,2.34
20180413,1444,6,1103,28070013,2.93
20180413,1444,7,482,17104506,1.78
20180413,1444,8,341,15944380,1.66
20180413,1444,9,608,44631517,4.66
20180413,1444,10,263,36310998,3.79
20180413,1444,11,124,34007839,3.55
20180413,1444,12,39,19547885,2.04
20180413,1444,13,24,16546002,1.72
20180413,1444,14,12,10779441,1.12
20180413,1444,15,91,595261942,62.18
20180413,1444,16,0,0,0.00
20180413,1444,17,49470,957302942,100.00
20180413,1445,1,10283,781882,0.56
20180413,1445,2,2042,4690191,3.38
20180413,1445,3,529,4104052,2.95
20180413,1445,4,176,2197535,1.58
20180413,1445,5,114,2122413,1.53
20180413,1445,6,98,2505409,1.80
20180413,1445,7,57,2042454,1.47
20180413,1445,8,43,2028495,1.46
20180413,1445,9,94,6946771,5.00
20180413,1445,10,58,8281399,5.97
20180413,1445,11,37,10341696,7.45
20180413,1445,12,14,7083527,5.10
20180413,1445,13,10,7173469,5.17
20180413,1445,14,3,2618000,1.88
20180413,1445,15,17,75749741,54.62
20180413,1445,16,0,0,0.00
20180413,1445,17,13575,138667034,100.00
20180413,1446,1,4894,899815,0.65
20180413,1446,2,1248,3073465,2.23
20180413,1446,3,283,2303413,1.67
20180413,1446,4,125,1635318,1.18
20180413,1446,5,90,1673164,1.21
20180413,1446,6,93,2394608,1.73
20180413,1446,7,38,1360924,0.98
20180413,1446,8,37,1720773,1.24
20180413,1446,9,71,5359407,3.89
20180413,1446,10,49,6967659,5.05
20180413,1446,11,21,5845620,4.24
20180413,1446,12,9,4450035,3.23
20180413,1446,13,10,6709713,4.87
20180413,1446,14,2,1757810,1.27
20180413,1446,15,20,91557789,66.48
20180413,1446,16,0,0,0.00
20180413,1446,17,6990,137709513,100.00
20180413,1447,1,10225,2653524,0.29
20180413,1447,2,8779,21018747,2.29
20180413,1447,3,2989,21885059,2.39
20180413,1447,4,1687,20772304,2.27
20180413,1447,5,734,13214701,1.44
20180413,1447,6,959,23588993,2.57
20180413,1447,7,410,14244114,1.55
20180413,1447,8,323,14689417,1.60
20180413,1447,9,561,39387431,4.30
20180413,1447,10,280,39091599,4.27
20180413,1447,11,130,35563983,3.88
20180413,1447,12,44,21223009,2.32
20180413,1447,13,26,17992723,1.96
20180413,1447,14,9,7934295,0.86
20180413,1447,15,81,621227343,67.93
20180413,1447,16,0,0,0.00
20180413,1447,17,27237,914487242,100.00
20180413,1449,1,15404,1622095,1.35
20180413,1449,2,1839,3964985,3.30
20180413,1449,3,408,3198577,2.66
20180413,1449,4,154,1918639,1.59
20180413,1449,5,110,1987943,1.65
20180413,1449,6,73,1905330,1.58
20180413,1449,7,55,1939905,1.61
20180413,1449,8,41,1862110,1.55
20180413,1449,9,71,5056801,4.21
20180413,1449,10,38,5156057,4.29
20180413,1449,11,21,6045359,5.03
20180413,1449,12,4,2257275,1.88
20180413,1449,13,3,2194120,1.82
20180413,1449,14,1,828000,0.69
20180413,1449,15,7,80062804,66.71
20180413,1449,16,0,0,0.00
20180413,1449,17,18229,120000000,100.00
20180413,1450,1,9438,2741083,3.25
20180413,1450,2,4415,10611909,12.61
20180413,1450,3,1161,8268404,9.83
20180413,1450,4,366,4405812,5.23
20180413,1450,5,329,5964822,7.09
20180413,1450,6,166,4144762,4.92
20180413,1450,7,126,4671282,5.55
20180413,1450,8,41,1846590,2.19
20180413,1450,9,114,8018242,9.53
20180413,1450,10,52,7154818,8.50
20180413,1450,11,21,5911345,7.02
20180413,1450,12,3,1620400,1.92
20180413,1450,13,2,1357000,1.61
20180413,1450,14,1,810000,0.96
20180413,1450,15,8,16587120,19.71
20180413,1450,16,0,0,0.00
20180413,1450,17,16243,84113589,100.00
20180413,1451,1,8154,3286639,1.65
20180413,1451,2,5542,12214929,6.16
20180413,1451,3,911,6645748,3.35
20180413,1451,4,324,3995955,2.01
20180413,1451,5,175,3060296,1.54
20180413,1451,6,147,3604672,1.82
20180413,1451,7,80,2795678,1.41
20180413,1451,8,49,2246388,1.13
20180413,1451,9,96,6707816,3.38
20180413,1451,10,39,5288304,2.67
20180413,1451,11,22,5996508,3.02
20180413,1451,12,6,3087709,1.55
20180413,1451,13,3,1889794,0.95
20180413,1451,14,3,2558720,1.29
20180413,1451,15,16,134620844,67.99
20180413,1451,16,0,0,0.00
20180413,1451,17,15567,198000000,100.00
20180413,1452,1,10642,830580,0.62
20180413,1452,2,6900,15443895,11.64
20180413,1452,3,1410,11458156,8.63
20180413,1452,4,391,5039964,3.79
20180413,1452,5,334,6364782,4.79
20180413,1452,6,251,6573208,4.95
20180413,1452,7,116,4213626,3.17
20180413,1452,8,74,3506011,2.64
20180413,1452,9,125,8634113,6.50
20180413,1452,10,51,7004620,5.28
20180413,1452,11,38,10648056,8.02
20180413,1452,12,11,5311908,4.00
20180413,1452,13,9,6066056,4.57
20180413,1452,14,7,6154818,4.64
20180413,1452,15,11,35391607,26.68
20180413,1452,16,0,0,0.00
20180413,1452,17,20370,132641400,100.00
20180413,1453,1,4628,826966,0.92
20180413,1453,2,1016,2117466,2.36
20180413,1453,3,184,1377901,1.53
20180413,1453,4,92,1117001,1.24
20180413,1453,5,47,865111,0.96
20180413,1453,6,61,1546615,1.72
20180413,1453,7,19,652794,0.72
20180413,1453,8,17,780586,0.87
20180413,1453,9,39,2623197,2.92
20180413,1453,10,24,3390015,3.78
20180413,1453,11,7,1933906,2.15
20180413,1453,12,4,1959561,2.18
20180413,1453,13,1,633224,0.70
20180413,1453,14,2,1813470,2.02
20180413,1453,15,13,68036858,75.87
20180413,1453,16,0,0,0.00
20180413,1453,17,6154,89674671,100.00
20180413,1454,1,10817,750652,0.53
20180413,1454,2,2080,4553978,3.24
20180413,1454,3,473,3723632,2.65
20180413,1454,4,157,1977896,1.40
20180413,1454,5,125,2309500,1.64
20180413,1454,6,106,2688572,1.91
20180413,1454,7,52,1839727,1.31
20180413,1454,8,40,1824753,1.30
20180413,1454,9,70,4968615,3.54
20180413,1454,10,32,4678747,3.33
20180413,1454,11,32,9236844,6.58
20180413,1454,12,10,4952715,3.52
20180413,1454,13,3,2047974,1.45
20180413,1454,14,9,8244295,5.87
20180413,1454,15,25,86511948,61.65
20180413,1454,16,0,0,0.00
20180413,1454,17,14031,140309848,100.00
20180413,1455,1,13734,2268603,0.37
20180413,1455,2,13406,32278743,5.27
20180413,1455,3,3981,32496837,5.31
20180413,1455,4,1261,15493282,2.53
20180413,1455,5,965,18213277,2.97
20180413,1455,6,780,20208448,3.30
20180413,1455,7,350,12701772,2.07
20180413,1455,8,273,12880783,2.10
20180413,1455,9,483,35417869,5.78
20180413,1455,10,187,27784051,4.54
20180413,1455,11,90,24975526,4.08
20180413,1455,12,37,18471235,3.01
20180413,1455,13,18,12517214,2.04
20180413,1455,14,9,7968181,1.30
20180413,1455,15,49,338087559,55.26
20180413,1455,16,0,0,0.00
20180413,1455,17,35623,611763380,100.00
20180413,1456,1,4785,641187,0.68
20180413,1456,2,627,1344478,1.43
20180413,1456,3,135,997660,1.06
20180413,1456,4,52,657553,0.70
20180413,1456,5,36,643900,0.68
20180413,1456,6,32,808470,0.86
20180413,1456,7,18,648683,0.69
20180413,1456,8,13,599624,0.63
20180413,1456,9,22,1653121,1.76
20180413,1456,10,13,1928455,2.05
20180413,1456,11,12,3321671,3.54
20180413,1456,12,0,0,0.00
20180413,1456,13,2,1392247,1.48
20180413,1456,14,0,0,0.00
20180413,1456,15,8,79082951,84.38
20180413,1456,16,0,0,0.00
20180413,1456,17,5755,93720000,100.00
20180413,1457,1,10157,2730043,0.90
20180413,1457,2,8316,20310255,6.73
20180413,1457,3,2074,17067993,5.65
20180413,1457,4,489,6263456,2.07
20180413,1457,5,507,9418990,3.12
20180413,1457,6,389,10237984,3.39
20180413,1457,7,220,8019550,2.65
20180413,1457,8,140,6546650,2.17
20180413,1457,9,236,17384093,5.76
20180413,1457,10,100,14212782,4.71
20180413,1457,11,49,12851767,4.26
20180413,1457,12,27,13636133,4.52
20180413,1457,13,10,6882873,2.28
20180413,1457,14,10,9090521,3.01
20180413,1457,15,32,146994550,48.73
20180413,1457,16,0,0,0.00
20180413,1457,17,22756,301647640,100.00
20180413,1458,1,8525,2820737,1.06
20180413,1458,2,10599,22133968,8.38
20180413,1458,3,1482,12614157,4.78
20180413,1458,4,325,4222651,1.60
20180413,1458,5,372,7034475,2.66
20180413,1458,6,222,6064555,2.29
20180413,1458,7,100,3659488,1.38
20180413,1458,8,131,6384970,2.41
20180413,1458,9,212,16758893,6.35
20180413,1458,10,105,16507140,6.25
20180413,1458,11,47,13408716,5.08
20180413,1458,12,20,10305400,3.90
20180413,1458,13,12,8356000,3.16
20180413,1458,14,5,4598000,1.74
20180413,1458,15,23,129004000,48.88
20180413,1458,16,0,0,0.00
20180413,1458,17,22180,263873150,100.00
20180413,1459,1,6929,1325022,0.36
20180413,1459,2,4914,10941195,3.05
20180413,1459,3,1219,9477432,2.64
20180413,1459,4,430,5262129,1.46
20180413,1459,5,258,4795128,1.33
20180413,1459,6,219,5542432,1.54
20180413,1459,7,109,3895773,1.08
20180413,1459,8,79,3683707,1.02
20180413,1459,9,130,9406224,2.62
20180413,1459,10,73,10078221,2.81
20180413,1459,11,33,9184347,2.56
20180413,1459,12,12,5851240,1.63
20180413,1459,13,14,9513401,2.65
20180413,1459,14,9,7886299,2.19
20180413,1459,15,45,261786357,72.99
20180413,1459,16,0,0,0.00
20180413,1459,17,14473,358628907,100.00
20180413,1460,1,8860,1725099,0.35
20180413,1460,2,10481,21810295,4.45
20180413,1460,3,2571,17323452,3.53
20180413,1460,4,1354,15372670,3.13
20180413,1460,5,452,7895952,1.61
20180413,1460,6,544,12763441,2.60
20180413,1460,7,301,10033366,2.04
20180413,1460,8,146,6492739,1.32
20180413,1460,9,390,26342144,5.37
20180413,1460,10,174,22740772,4.64
20180413,1460,11,85,23180156,4.73
20180413,1460,12,27,12926178,2.63
20180413,1460,13,8,5417109,1.10
20180413,1460,14,7,6239409,1.27
20180413,1460,15,47,299773917,61.17
20180413,1460,16,0,0,0.00
20180413,1460,17,25447,490036699,100.00
20180413,1462,1,49199,11132046,3.46
20180413,1462,2,11578,25908327,8.06
20180413,1462,3,1988,14948777,4.65
20180413,1462,4,708,8849694,2.75
20180413,1462,5,421,7723859,2.40
20180413,1462,6,463,11616733,3.61
20180413,1462,7,212,7517943,2.33
20180413,1462,8,236,11320760,3.52
20180413,1462,9,348,26251089,8.16
20180413,1462,10,173,25311654,7.87
20180413,1462,11,88,25537913,7.94
20180413,1462,12,46,23835265,7.41
20180413,1462,13,11,7399508,2.30
20180413,1462,14,8,7493009,2.33
20180413,1462,15,39,106474006,33.13
20180413,1462,16,0,0,0.00
20180413,1462,17,65518,321320583,100.00
20180413,1463,1,2502,322080,0.18
20180413,1463,2,6299,14310621,8.25
20180413,1463,3,1270,10575444,6.10
20180413,1463,4,332,4348203,2.50
20180413,1463,5,314,5985084,3.45
20180413,1463,6,229,6018042,3.47
20180413,1463,7,110,4073976,2.35
20180413,1463,8,82,3868637,2.23
20180413,1463,9,136,10207337,5.89
20180413,1463,10,55,7814964,4.51
20180413,1463,11,39,10805648,6.23
20180413,1463,12,20,9584973,5.53
20180413,1463,13,11,7313760,4.22
20180413,1463,14,3,2661183,1.53
20180413,1463,15,18,75378429,43.50
20180413,1463,16,0,0,0.00
20180413,1463,17,11420,173268381,100.00
20180413,1464,1,21053,1403718,0.41
20180413,1464,2,11083,23456175,7.01
20180413,1464,3,2572,18137388,5.42
20180413,1464,4,1148,13483379,4.03
20180413,1464,5,441,7757361,2.31
20180413,1464,6,515,12437638,3.71
20180413,1464,7,241,8354717,2.49
20180413,1464,8,141,6339669,1.89
20180413,1464,9,232,15888339,4.74
20180413,1464,10,112,15769931,4.71
20180413,1464,11,37,10463026,3.12
20180413,1464,12,13,6131226,1.83
20180413,1464,13,6,4058249,1.21
20180413,1464,14,8,7151668,2.13
20180413,1464,15,32,183733168,54.91
20180413,1464,16,0,0,0.00
20180413,1464,17,37634,334565652,100.00
20180413,1465,1,2185,315225,0.30
20180413,1465,2,2059,4693620,4.53
20180413,1465,3,451,3411027,3.29
20180413,1465,4,215,2651573,2.55
20180413,1465,5,103,1880823,1.81
20180413,1465,6,125,3138805,3.02
20180413,1465,7,49,1738143,1.67
20180413,1465,8,35,1612907,1.55
20180413,1465,9,76,5243887,5.06
20180413,1465,10,33,4464247,4.30
20180413,1465,11,21,5715332,5.51
20180413,1465,12,8,3878076,3.74
20180413,1465,13,5,3291041,3.17
20180413,1465,14,2,1699000,1.63
20180413,1465,15,19,59873561,57.78
20180413,1465,16,0,0,0.00
20180413,1465,17,5386,103607267,100.00
20180413,1466,1,14584,861919,0.77
20180413,1466,2,2221,4792077,4.31
20180413,1466,3,513,3970938,3.57
20180413,1466,4,194,2425200,2.18
20180413,1466,5,112,2052365,1.84
20180413,1466,6,96,2459828,2.21
20180413,1466,7,48,1710687,1.53
20180413,1466,8,51,2361606,2.12
20180413,1466,9,66,4865194,4.37
20180413,1466,10,39,5703872,5.13
20180413,1466,11,17,5048459,4.54
20180413,1466,12,11,5385681,4.84
20180413,1466,13,3,1926326,1.73
20180413,1466,14,4,3524000,3.17
20180413,1466,15,27,64069168,57.63
20180413,1466,16,0,0,0.00
20180413,1466,17,17986,111157320,100.00
20180413,1467,1,7304,348133,0.16
20180413,1467,2,3610,8382319,3.98
20180413,1467,3,956,7586122,3.60
20180413,1467,4,365,4416756,2.10
20180413,1467,5,250,4705722,2.23
20180413,1467,6,232,5832428,2.77
20180413,1467,7,112,4056707,1.92
20180413,1467,8,101,4692216,2.23
20180413,1467,9,184,13460864,6.40
20180413,1467,10,93,12560984,5.97
20180413,1467,11,49,13269993,6.31
20180413,1467,12,21,10820428,5.14
20180413,1467,13,1,673000,0.32
20180413,1467,14,8,7300660,3.47
20180413,1467,15,24,112155869,53.34
20180413,1467,16,0,0,0.00
20180413,1467,17,13310,210262201,100.00
20180413,1468,1,1238,47874,0.02
20180413,1468,2,169,377332,0.23
20180413,1468,3,40,320972,0.20
20180413,1468,4,17,224000,0.13
20180413,1468,5,7,123393,0.07
20180413,1468,6,6,159000,0.09
20180413,1468,7,8,271134,0.16
20180413,1468,8,3,134759,0.08
20180413,1468,9,11,705541,0.43
20180413,1468,10,6,794000,0.49
20180413,1468,11,1,251207,0.15
20180413,1468,12,0,0,0.00
20180413,1468,13,1,652101,0.40
20180413,1468,14,0,0,0.00
20180413,1468,15,21,156343931,97.46
20180413,1468,16,0,0,0.00
20180413,1468,17,1528,160405244,100.00
20180413,1469,1,615,24112,0.01
20180413,1469,2,148,324598,0.26
20180413,1469,3,17,144899,0.11
20180413,1469,4,12,159239,0.12
20180413,1469,5,11,201286,0.16
20180413,1469,6,5,131595,0.10
20180413,1469,7,4,151000,0.12
20180413,1469,8,12,531421,0.42
20180413,1469,9,48,3402224,2.73
20180413,1469,10,8,1058946,0.84
20180413,1469,11,10,2668867,2.14
20180413,1469,12,4,2043555,1.64
20180413,1469,13,1,723657,0.58
20180413,1469,14,1,943569,0.75
20180413,1469,15,24,112091032,89.96
20180413,1469,16,0,0,0.00
20180413,1469,17,920,124600000,100.00
20180413,1470,1,978,60079,0.07
20180413,1470,2,135,286698,0.33
20180413,1470,3,24,180008,0.20
20180413,1470,4,22,273896,0.31
20180413,1470,5,5,92440,0.10
20180413,1470,6,11,270606,0.31
20180413,1470,7,10,336264,0.39
20180413,1470,8,9,397869,0.46
20180413,1470,9,29,2282753,2.66
20180413,1470,10,21,2937815,3.42
20180413,1470,11,14,3853384,4.49
20180413,1470,12,13,6100653,7.11
20180413,1470,13,4,2596230,3.02
20180413,1470,14,6,5197452,6.05
20180413,1470,15,14,60900853,71.00
20180413,1470,16,0,0,0.00
20180413,1470,17,1295,85767000,100.00
20180413,1471,1,11551,2514868,1.67
20180413,1471,2,5294,13279231,8.82
20180413,1471,3,1658,12206448,8.11
20180413,1471,4,652,8285366,5.50
20180413,1471,5,290,5106790,3.39
20180413,1471,6,355,8682484,5.77
20180413,1471,7,160,5664878,3.76
20180413,1471,8,94,4233929,2.81
20180413,1471,9,211,14368572,9.55
20180413,1471,10,82,10916913,7.25
20180413,1471,11,35,9078569,6.03
20180413,1471,12,12,5905105,3.92
20180413,1471,13,3,1984757,1.31
20180413,1471,14,3,2681393,1.78
20180413,1471,15,18,45505233,30.25
20180413,1471,16,0,0,0.00
20180413,1471,17,20418,150414536,100.00
20180413,1472,1,3002,269712,0.63
20180413,1472,2,658,1469193,3.44
20180413,1472,3,154,1083690,2.53
20180413,1472,4,54,672802,1.57
20180413,1472,5,42,738856,1.73
20180413,1472,6,47,1141586,2.67
20180413,1472,7,20,692543,1.62
20180413,1472,8,19,857452,2.00
20180413,1472,9,45,3207989,7.51
20180413,1472,10,13,1828718,4.28
20180413,1472,11,15,4113633,9.63
20180413,1472,12,6,2589425,6.06
20180413,1472,13,4,2797975,6.55
20180413,1472,14,2,1635795,3.83
20180413,1472,15,6,19573353,45.86
20180413,1472,16,0,0,0.00
20180413,1472,17,4087,42672722,100.00
20180413,1473,1,3380,408623,0.27
20180413,1473,2,5458,11656338,7.92
20180413,1473,3,1027,8002594,5.43
20180413,1473,4,340,4260347,2.89
20180413,1473,5,236,4330997,2.94
20180413,1473,6,163,4147033,2.81
20180413,1473,7,100,3612462,2.45
20180413,1473,8,61,2770675,1.88
20180413,1473,9,88,6132600,4.16
20180413,1473,10,33,4512861,3.06
20180413,1473,11,18,5039335,3.42
20180413,1473,12,8,3976601,2.70
20180413,1473,13,3,2016352,1.37
20180413,1473,14,2,1910472,1.29
20180413,1473,15,20,84376244,57.33
20180413,1473,16,0,0,0.00
20180413,1473,17,10937,147153534,100.00
20180413,1474,1,5939,321933,0.24
20180413,1474,2,1662,3876212,2.98
20180413,1474,3,471,3820568,2.94
20180413,1474,4,178,2308913,1.77
20180413,1474,5,119,2227806,1.71
20180413,1474,6,152,3857023,2.96
20180413,1474,7,67,2410465,1.85
20180413,1474,8,45,2062038,1.58
20180413,1474,9,116,8529141,6.56
20180413,1474,10,47,6542458,5.03
20180413,1474,11,33,9146599,7.04
20180413,1474,12,8,3946968,3.03
20180413,1474,13,5,3392874,2.61
20180413,1474,14,0,0,0.00
20180413,1474,15,24,77453971,59.62
20180413,1474,16,0,0,0.00
20180413,1474,17,8866,129896969,100.00
20180413,1475,1,1213,164860,1.02
20180413,1475,2,627,1231217,7.68
20180413,1475,3,57,410332,2.56
20180413,1475,4,23,284486,1.77
20180413,1475,5,10,188464,1.17
20180413,1475,6,12,282433,1.76
20180413,1475,7,5,169761,1.05
20180413,1475,8,3,140747,0.87
20180413,1475,9,3,224656,1.40
20180413,1475,10,0,0,0.00
20180413,1475,11,0,0,0.00
20180413,1475,12,0,0,0.00
20180413,1475,13,0,0,0.00
20180413,1475,14,1,989834,6.17
20180413,1475,15,1,11929959,74.48
20180413,1475,16,0,0,0.00
20180413,1475,17,1955,16016749,100.00
20180413,1476,1,4621,515536,0.18
20180413,1476,2,4835,8197409,2.98
20180413,1476,3,443,3134966,1.14
20180413,1476,4,166,1973899,0.71
20180413,1476,5,85,1523605,0.55
20180413,1476,6,110,2722399,0.99
20180413,1476,7,64,2235771,0.81
20180413,1476,8,40,1815721,0.66
20180413,1476,9,94,6907850,2.51
20180413,1476,10,79,11132979,4.05
20180413,1476,11,64,18857020,6.87
20180413,1476,12,23,11360067,4.14
20180413,1476,13,20,13784095,5.02
20180413,1476,14,6,5458386,1.98
20180413,1476,15,50,184747408,67.33
20180413,1476,16,0,0,0.00
20180413,1476,17,10700,274367111,100.00
20180413,1477,1,5579,792469,0.37
20180413,1477,2,11812,21756423,10.39
20180413,1477,3,1512,10550667,5.03
20180413,1477,4,534,6358476,3.03
20180413,1477,5,211,3685813,1.76
20180413,1477,6,223,5378724,2.56
20180413,1477,7,128,4421122,2.11
20180413,1477,8,51,2281946,1.08
20180413,1477,9,130,9248838,4.41
20180413,1477,10,85,11647558,5.56
20180413,1477,11,41,11622031,5.55
20180413,1477,12,19,9518771,4.54
20180413,1477,13,12,8554607,4.08
20180413,1477,14,6,5357134,2.55
20180413,1477,15,32,98212641,46.90
20180413,1477,16,0,0,0.00
20180413,1477,17,20375,209387220,100.00
20180413,1491,1,967,181081,0.32
20180413,1491,2,344,779780,1.41
20180413,1491,3,114,952773,1.72
20180413,1491,4,56,714717,1.29
20180413,1491,5,43,803864,1.45
20180413,1491,6,53,1391517,2.52
20180413,1491,7,33,1190884,2.16
20180413,1491,8,23,1084584,1.96
20180413,1491,9,61,4598138,8.34
20180413,1491,10,32,4653086,8.44
20180413,1491,11,23,6764284,12.27
20180413,1491,12,5,2433854,4.41
20180413,1491,13,4,2686048,4.87
20180413,1491,14,3,2626573,4.76
20180413,1491,15,12,24253168,44.00
20180413,1491,16,0,0,0.00
20180413,1491,17,1773,55114351,100.00
20180413,1492O,1,0,0,0.00
20180413,1492O,2,4,8000,50.00
20180413,1492O,3,1,8000,50.00
20180413,1492O,4,0,0,0.00
20180413,1492O,5,0,0,0.00
20180413,1492O,6,0,0,0.00
20180413,1492O,7,0,0,0.00
20180413,1492O,8,0,0,0.00
20180413,1492O,9,0,0,0.00
20180413,1492O,10,0,0,0.00
20180413,1492O,11,0,0,0.00
20180413,1492O,12,0,0,0.00
20180413,1492O,13,0,0,0.00
20180413,1492O,14,0,0,0.00
20180413,1492O,15,0,0,0.00
20180413,1492O,16,0,0,0.00
20180413,1492O,17,5,16000,100.00
20180413,1492R,1,15,6990,1.31
20180413,1492R,2,55,120300,22.60
20180413,1492R,3,9,69000,12.96
20180413,1492R,4,2,23000,4.32
20180413,1492R,5,1,16000,3.00
20180413,1492R,6,2,60000,11.27
20180413,1492R,7,0,0,0.00
20180413,1492R,8,2,92000,17.28
20180413,1492R,9,2,145000,27.24
20180413,1492R,10,0,0,0.00
20180413,1492R,11,0,0,0.00
20180413,1492R,12,0,0,0.00
20180413,1492R,13,0,0,0.00
20180413,1492R,14,0,0,0.00
20180413,1492R,15,0,0,0.00
20180413,1492R,16,0,0,0.00
20180413,1492R,17,88,532290,100.00
20180413,1498,1,4,1949,0.22
20180413,1498,2,3,9049,1.02
20180413,1498,3,2,15104,1.71
20180413,1498,4,0,0,0.00
20180413,1498,5,0,0,0.00
20180413,1498,6,0,0,0.00
20180413,1498,7,1,32675,3.70
20180413,1498,8,0,0,0.00
20180413,1498,9,1,58309,6.60
20180413,1498,10,2,340927,38.61
20180413,1498,11,0,0,0.00
20180413,1498,12,1,424968,48.12
20180413,1498,13,0,0,0.00
20180413,1498,14,0,0,0.00
20180413,1498,15,0,0,0.00
20180413,1498,16,0,0,0.00
20180413,1498,17,14,882981,100.00
20180413,1503,1,16954,2457403,0.47
20180413,1503,2,6196,13090865,2.51
20180413,1503,3,1021,7485756,1.43
20180413,1503,4,387,4786020,0.91
20180413,1503,5,154,2779374,0.53
20180413,1503,6,181,4486015,0.86
20180413,1503,7,87,3063423,0.58
20180413,1503,8,81,3703016,0.71
20180413,1503,9,129,9686947,1.85
20180413,1503,10,67,9415926,1.80
20180413,1503,11,34,9380072,1.80
20180413,1503,12,18,8736842,1.67
20180413,1503,13,8,5768174,1.10
20180413,1503,14,6,5645407,1.08
20180413,1503,15,37,430486983,82.63
20180413,1503,16,0,0,0.00
20180413,1503,17,25360,520972223,100.00
20180413,1504,1,30969,6262294,0.31
20180413,1504,2,28354,65016208,3.24
20180413,1504,3,6514,50124672,2.50
20180413,1504,4,2117,26234584,1.30
20180413,1504,5,1301,23873116,1.19
20180413,1504,6,1252,31353833,1.56
20180413,1504,7,562,19904268,0.99
20180413,1504,8,395,18059352,0.90
20180413,1504,9,753,53666751,2.67
20180413,1504,10,351,49709835,2.48
20180413,1504,11,226,63516367,3.17
20180413,1504,12,82,40036743,1.99
20180413,1504,13,46,32087153,1.60
20180413,1504,14,28,25197427,1.25
20180413,1504,15,221,1497650283,74.78
20180413,1504,16,0,0,0.00
20180413,1504,17,73171,2002692886,100.00
20180413,1506,1,9690,922951,0.99
20180413,1506,2,1655,3738342,4.04
20180413,1506,3,368,3068709,3.31
20180413,1506,4,111,1477973,1.59
20180413,1506,5,116,2211481,2.39
20180413,1506,6,105,2654524,2.86
20180413,1506,7,62,2219307,2.39
20180413,1506,8,45,2085763,2.25
20180413,1506,9,90,6493610,7.01
20180413,1506,10,49,7204949,7.78
20180413,1506,11,32,8868154,9.58
20180413,1506,12,9,4215156,4.55
20180413,1506,13,2,1436000,1.55
20180413,1506,14,6,5710000,6.17
20180413,1506,15,18,40197332,43.45
20180413,1506,16,0,0,0.00
20180413,1506,17,12358,92504251,100.00
20180413,1507,1,18642,1647689,0.40
20180413,1507,2,6915,14574375,3.54
20180413,1507,3,1140,8562691,2.08
20180413,1507,4,386,4827408,1.17
20180413,1507,5,222,4022296,0.97
20180413,1507,6,193,4767751,1.16
20180413,1507,7,99,3489099,0.84
20180413,1507,8,53,2443551,0.59
20180413,1507,9,120,8845913,2.15
20180413,1507,10,56,7842625,1.90
20180413,1507,11,44,12737623,3.10
20180413,1507,12,24,12026913,2.92
20180413,1507,13,15,10387198,2.52
20180413,1507,14,8,7133760,1.73
20180413,1507,15,59,307511108,74.85
20180413,1507,16,0,0,0.00
20180413,1507,17,27976,410820000,100.00
20180413,1512,1,15071,552100,0.30
20180413,1512,2,4037,9760058,5.36
20180413,1512,3,1221,10171420,5.59
20180413,1512,4,412,5309291,2.92
20180413,1512,5,388,7438698,4.09
20180413,1512,6,355,9489921,5.21
20180413,1512,7,170,6210252,3.41
20180413,1512,8,122,5750016,3.16
20180413,1512,9,286,21517036,11.83
20180413,1512,10,124,17506462,9.62
20180413,1512,11,60,17378301,9.55
